Diện tích,Phòng ngủ,Số tầng,Số toilet,Số phòng khách,Loại địa ốc,Địa chỉ,Pháp lý,Hướng nhà,Đường trước nhà,Giá nhà,tag
96m2,,,,,Bán đất nền dự án,,Hợp đồng,Tây Nam,10m - 15m,1 tỷ 520 triệu,khanh_hoa
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,1 tỷ 100 triệu,khanh_hoa
80m2,,,,,Bán đất thổ cư,,Hợp đồng,Đông Nam,10m - 15m,1 tỷ 300 triệu,khanh_hoa
674m2,,,,,Bán đất thổ cư,,Sổ hồng,,5m,2 tỷ 900 triệu,khanh_hoa
251m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,6 triệu /m2,khanh_hoa
574m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,30m - 50m,1 tỷ 200 triệu,khanh_hoa
91m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,4m,1 tỷ 40 triệu,khanh_hoa
96m2,,,,,Bán đất thổ cư,,Hợp đồng,Tây Nam,10m - 15m,1 tỷ 500 triệu,khanh_hoa
209m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,8m,550 triệu,khanh_hoa
2728.42m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,100m - 200m,4 tỷ 92 triệu,khanh_hoa
922m2,,,,,Bán đất thổ cư,,Giấy đỏ,Nam,10m - 15m,9 tỷ 223 triệu,khanh_hoa
80m2,,,,,Bán đất thổ cư,,Hợp đồng,Đông Nam,10m - 15m,1 tỷ 325 triệu,khanh_hoa
1000m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,"1,1 triệu /m2",khanh_hoa
131m2,,,,,Bán đất thổ cư,,Sổ hồng,,3m,"14,5 triệu /m2",khanh_hoa
147m2,,,,,Bán nhà phố dự án,,,,,3 tỷ 500 triệu,khanh_hoa
34m2,,,,,Bán nhà riêng,,Sổ hồng,Đông,,1 tỷ 900 triệu,khanh_hoa
345m2,2 PN,1 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,,6m,5 tỷ 700 triệu,khanh_hoa
61m2,2 PN,11 tầng,1.0,1.0,Bán căn hộ chung cư,,Hợp đồng,Tây Nam,,1 tỷ 415 triệu,khanh_hoa
53m2,2 PN,,1.0,,Bán căn hộ chung cư,,,,,2 tỷ 300 triệu,khanh_hoa
61m2,2 PN,16 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Tây Nam,15m - 20m,1 tỷ 415 triệu,khanh_hoa
191m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m - 15m,2 tỷ,khanh_hoa
105m2,,,,,Bán đất thổ cư,,Giấy đỏ,Tây Bắc,4m,1 tỷ 450 triệu,khanh_hoa
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,6m,1 tỷ 550 triệu,khanh_hoa
50m2,3 PN,2 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Bắc,8m,3 tỷ 300 triệu,khanh_hoa
211.7m2,2 PN,1 tầng,2.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Bắc,3m,2 tỷ 800 triệu,khanh_hoa
60m2,2 PN,1 tầng,2.0,1.0,Bán nhà riêng,,Sổ hồng,Bắc,3m,2 tỷ 400 triệu,khanh_hoa
75m2,,,,,Bán đất thổ cư,,Giấy đỏ,Nam,20m - 30m,789 triệu,khanh_hoa
140m2,,,,,Bán đất thổ cư,,,,,868 triệu,khanh_hoa
150m2,,,,,Bán đất nền dự án,,,,,868 triệu,khanh_hoa
88m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,4m,850 triệu,khanh_hoa
1004m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m - 15m,520 triệu,khanh_hoa
1000m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,"1,1 triệu /m2",khanh_hoa
240m2,4 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Nam,4m,3 tỷ 250 triệu,khanh_hoa
600m2,,,,,Bán đất nền dự án,,Sổ hồng,Bắc,20m - 30m,80 triệu /m2,khanh_hoa
86m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,10m,970 triệu,khanh_hoa
676.6m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,5m,8 triệu /m2,khanh_hoa
95m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,7m,3 tỷ 50 triệu,khanh_hoa
110m2,3 PN,3 tầng,2.0,2.0,Bán biệt thự,,Giấy đỏ,,20m - 30m,5 tỷ 800 triệu,khanh_hoa
110m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,30m - 50m,920 triệu,khanh_hoa
114m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,960 triệu,khanh_hoa
317m2,5 PN,3 tầng,6.0,,Bán nhà phố dự án,,Sổ hồng,,30m - 50m,7 tỷ 200 triệu,khanh_hoa
100m2,3 PN,3 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,Đông Bắc,10m - 15m,6 tỷ,khanh_hoa
108m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,15m - 20m,1 tỷ 200 triệu,khanh_hoa
1000m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,1 triệu /m2",khanh_hoa
350m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,5m,12 triệu /m2,khanh_hoa
100m2,,,,,Bán biệt thự,,,,,6 tỷ,khanh_hoa
244m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,10m - 15m,900 triệu,khanh_hoa
70m2,2 PN,23 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,2 tỷ,khanh_hoa
1000m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,"1,1 triệu /m2",khanh_hoa
70m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,1 tỷ 700 triệu,khanh_hoa
303m2,,,,,Bán nhà phố dự án,,,,,8 tỷ,khanh_hoa
4500m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,30m - 50m,30 tỷ,khanh_hoa
75m2,4 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,,5m,12 tỷ 700 triệu,khanh_hoa
90m2,3 PN,9 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,2 tỷ 800 triệu,khanh_hoa
89m2,,1 tầng,,,Bán nhà phố dự án,,Sổ hồng,Nam,2m,790 triệu,khanh_hoa
1000m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,"1,1 triệu /m2",khanh_hoa
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Tây Bắc,7m,690 triệu,khanh_hoa
58m2,3 PN,3 tầng,3.0,1.0,Bán nhà riêng,,Sổ hồng,Bắc,10m,3 tỷ 900 triệu,khanh_hoa
53m2,2 PN,,1.0,1.0,Bán căn hộ chung cư,,,,,2 tỷ,khanh_hoa
50m2,,4 tầng,,,Bán biệt thự,,Sổ hồng,Đông,15m - 20m,5 tỷ 100 triệu,khanh_hoa
52m2,,,,,Bán căn hộ chung cư,,Hợp đồng,,,1 tỷ 700 triệu,khanh_hoa
31m2,2 PN,2 tầng,2.0,2.0,Bán nhà phố dự án,,Sổ hồng,Nam,5m,1 tỷ 750 triệu,khanh_hoa
31m2,2 PN,2 tầng,2.0,2.0,Bán nhà phố dự án,,Sổ hồng,Nam,3m,1 tỷ 750 triệu,khanh_hoa
60m2,,,,,Bán đất thổ cư,,Giấy đỏ,Nam,6m,880 triệu,khanh_hoa
52m2,2 PN,23 tầng,2.0,1.0,Bán căn hộ chung cư,,Hợp đồng,,,1 tỷ 600 triệu,khanh_hoa
73m2,3 PN,1 tầng,2.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,3 tỷ 800 triệu,khanh_hoa
2000m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,,20m - 30m,4 triệu /m2,khanh_hoa
85m2,1 PN,12 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông,2m,6 tỷ 800 triệu,khanh_hoa
1006m2,,,,,Bán đất thổ cư,,,,,450 triệu,khanh_hoa
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Đông,5m,200 triệu,khanh_hoa
70m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,,,,2 tỷ 600 triệu,khanh_hoa
72m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,6m,1 tỷ 500 triệu,khanh_hoa
400m2,,,,,Bán đất thổ cư,,,,,960 triệu,khanh_hoa
194m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 350 triệu,khanh_hoa
52m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,,,,1 tỷ 600 triệu,khanh_hoa
157m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,10m - 15m,850 triệu,khanh_hoa
73m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,,,,2 tỷ 600 triệu,khanh_hoa
171m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,4 tỷ 600 triệu,khanh_hoa
82m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,4m,900 triệu,khanh_hoa
3096m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m - 15m,2 tỷ,khanh_hoa
50m2,2 PN,,1.0,,Bán căn hộ chung cư,,,,,1 tỷ 500 triệu,khanh_hoa
565m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,6m,1 tỷ 350 triệu,khanh_hoa
100m2,,,,,"Bán đất nông, lâm nghiệp",,Hợp đồng,,,6 tỷ 200 triệu,khanh_hoa
50m2,2 PN,,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,1 tỷ 500 triệu,khanh_hoa
250m2,3 PN,2 tầng,2.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông Bắc,4m,3 tỷ 500 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
38m2,1 PN,,2.0,,Bán căn hộ chung cư,,Hợp đồng,Đông Bắc,,1 tỷ 50 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
90m2,,,,,Bán đất nền dự án,,,,,2 tỷ 998 triệu,khanh_hoa
108m2,,3 tầng,,,Bán nhà phố dự án,,Hợp đồng,Tây Bắc,15m - 20m,4 tỷ 100 triệu,khanh_hoa
35m2,,,,,Bán căn hộ chung cư,,,,,780 triệu,khanh_hoa
289m2,,,,,Bán nhà riêng,,,,,7 tỷ 900 triệu,khanh_hoa
145.6m2,,,,,Bán đất thổ cư,,,,,"8,9 triệu /m2",khanh_hoa
37m2,,,,,Bán căn hộ chung cư,,,,,820 triệu,khanh_hoa
453m2,3 PN,2 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,24 tỷ 500 triệu,khanh_hoa
712.7m2,4 PN,1 tầng,4.0,1.0,Bán biệt thự,,Sổ hồng,,10m - 15m,27 tỷ 500 triệu,khanh_hoa
160m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,15m - 20m,17 triệu /m2,khanh_hoa
81m2,5 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,6 tỷ 500 triệu,khanh_hoa
225.7m2,,,,,Bán nhà riêng,,,,,9 tỷ 900 triệu,khanh_hoa
1260m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy đỏ,Nam,10m,5 tỷ 900 triệu,dong_thap
1260m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy đỏ,Nam,10m,5 tỷ 900 triệu,dong_thap
71m2,,,,,Bán đất thổ cư,,Sổ hồng,,8m,2 tỷ 440 triệu,dong_thap
69m2,3 PN,2 tầng,2.0,1.0,Bán nhà riêng,,Sổ hồng,Nam,6m,4 tỷ 800 triệu,dong_thap
153m2,,,,,Bán nhà riêng,,,,,2 tỷ 900 triệu,dong_thap
1224m2,,,,,"Bán đất nông, lâm nghiệp",,,,,4 tỷ,dong_thap
160m2,,,,,Bán đất thổ cư,,,,,790 triệu,dong_thap
202m2,,,,,Bán đất thổ cư,,,,,1 tỷ 360 triệu,dong_thap
115m2,2 PN,1 tầng,2.0,1.0,Bán nhà riêng,,Sổ hồng,Nam,4m,1 tỷ 520 triệu,dong_thap
150m2,,,,,Bán đất thổ cư,,,,,550 triệu,dong_thap
175m2,,,,,Bán đất thổ cư,,,,,700 triệu,dong_thap
175m2,,,,,Bán đất thổ cư,,,,,720 triệu,dong_thap
355.9m2,,,,,"Bán đất nông, lâm nghiệp",,,,,19 tỷ,dong_thap
2458m2,,,,,"Bán kho, nhà xưởng",,,,,32 tỷ,dong_thap
63m2,,,,,Bán nhà riêng,,,,,9 tỷ,dong_thap
51000m2,,,,,Bán nhà riêng,,,,,32 tỷ 990 triệu,dong_thap
140m2,,,,,Bán đất thổ cư,,,,,680 triệu,dong_thap
4254m2,,,,,Bán đất thổ cư,,,,,1 tỷ 100 triệu,dong_thap
2000m2,,,,,Bán đất thổ cư,,,,,1 tỷ 500 triệu,dong_thap
167m2,,,,,Bán đất thổ cư,,,,,185 triệu,dong_thap
298m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,4m,3 tỷ 800 triệu,dong_thap
100m2,,,,,Bán đất nền dự án,,,,,750 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,700 triệu,dong_thap
500m2,,,,,Bán nhà riêng,,,,,1 tỷ 630 triệu,dong_thap
208m2,,,,,"Bán đất nông, lâm nghiệp",,,,,3 tỷ 950 triệu,dong_thap
2370m2,,,,,Bán biệt thự,,,,,8 tỷ 100 triệu,dong_thap
120m2,,,,,Bán đất thổ cư,,,,,850 triệu,dong_thap
90m2,,,,,Bán đất thổ cư,,,,,900 triệu,dong_thap
250m2,2 PN,,1.0,1.0,"Bán căn hộ Mini, Dịch vụ",,Đang hợp thức hóa,Tây Bắc,3m,2 tỷ 700 triệu,dong_thap
76m2,,,,,Bán đất thổ cư,,,,,400 triệu,dong_thap
84m2,2 PN,1 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Bắc,15m - 20m,2 tỷ 300 triệu,dong_thap
121m2,,,,,Bán nhà riêng,,,,,1 tỷ 900 triệu,dong_thap
92m2,,,,,Bán đất thổ cư,,,,,600 triệu,dong_thap
442m2,,,,,Bán đất thổ cư,,,,,1 tỷ 500 triệu,dong_thap
170m2,,,,,Bán đất thổ cư,,,,,700 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,650 triệu,dong_thap
678m2,,,,,Bán đất thổ cư,,,,,2 tỷ 484 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,4m,650 triệu,dong_thap
38.29m2,,,,,Bán căn hộ chung cư,,Sổ hồng,,,663 triệu,dong_thap
8921.2m2,,,,,Bán đất thổ cư,,,,,10 triệu /m2,dong_thap
140m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,5m,100 triệu,dong_thap
47.89m2,,,,,Bán căn hộ chung cư,,,,,718 triệu,dong_thap
47m2,,,,,Bán căn hộ chung cư,,,,,776 triệu,dong_thap
38m2,2 PN,4 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,600 triệu,dong_thap
35m2,2 PN,3 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,6m,590 triệu,dong_thap
84m2,,,,,Bán căn hộ chung cư,,,,,90 triệu,dong_thap
59.06m2,,,,,Bán căn hộ chung cư,,,,,886 triệu,dong_thap
84m2,,,,,Bán căn hộ chung cư,,,,,92 triệu,dong_thap
115m2,,,,,Bán nhà phố dự án,,,,,2 tỷ 800 triệu,dong_thap
210m2,2 PN,,3.0,1.0,Bán nhà phố dự án,,Sổ hồng,,4m,3 tỷ 900 triệu,dong_thap
172m2,,,,,Bán nhà phố dự án,,,,,360 triệu,dong_thap
535m2,,,,,"Bán đất nông, lâm nghiệp",,,,,2 tỷ 900 triệu,dong_thap
107m2,,,,,Bán đất thổ cư,,,,,550 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 300 triệu,dong_thap
100m2,3 PN,1 tầng,3.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,8m,2 tỷ 400 triệu,dong_thap
